idade,tempo_de_emprego,tipo_moradia,tipo_moradia_id,objetivo_emprestimo,objetivo_emprestimo_id,montante_emprestimo,taxa_juros,renda_por_ano,porc_empr_renda_anual,class_risco_historico,class_risco_historico_id,inadimplencia_hist,qtd_anos_primeiro_emprestimo,risco_emprestimo
44,3.0,hipoteca,1,consolidacao_debito,0,15000,13.11,80000,0.19,C,2,0,16,0
37,0.0,alugada,0,risco,4,12000,8.94,38200,0.31,A,0,0,14,1
37,3.0,alugada,0,pessoal,2,12000,7.88,38304,0.31,A,0,0,12,1
37,18.0,hipoteca,1,saude,5,20000,11.83,80000,0.25,B,1,0,13,0
36,4.0,hipoteca,1,educacao,1,10250,11.48,74000,0.14,B,1,0,15,1
48,0.0,hipoteca,1,consolidacao_debito,0,7700,9.63,80000,0.1,A,0,0,11,0
36,4.0,hipoteca,1,pessoal,2,10000,11.03,74000,0.14,C,2,0,15,1
36,0.0,hipoteca,1,educacao,1,15000,10.71,80000,0.19,B,1,0,14,0
39,1.0,alugada,0,risco,4,12000,10.74,39996,0.3,B,1,0,16,0
39,0.0,propria,3,saude,5,5000,11.22,80000,0.06,C,2,0,13,0
37,0.0,alugada,0,saude,5,12000,9.91,40000,0.3,B,1,0,16,0
41,4.0,hipoteca,1,saude,5,9600,10.0,62903,0.13,B,1,0,12,1
38,19.0,alugada,0,risco,4,12000,10.59,40000,0.3,B,1,0,11,0
40,15.0,hipoteca,1,educacao,1,9500,7.51,80004,0.12,A,0,0,12,0
47,5.0,hipoteca,1,educacao,1,7000,11.024070809144439,80004,0.09,B,1,0,15,0
44,16.0,hipoteca,1,saude,5,8000,10.38,80100,0.1,B,1,0,16,0
44,13.0,hipoteca,1,consolidacao_debito,0,5500,13.92,80160,0.07,C,2,1,13,0
37,0.0,alugada,0,saude,5,12000,11.024070809144439,42000,0.29,A,0,0,13,0
42,0.0,alugada,0,pessoal,2,12000,10.37,42000,0.29,B,1,0,11,0
38,3.0,hipoteca,1,pessoal,2,10000,14.27,81000,0.12,C,2,1,16,0
36,9.0,hipoteca,1,reformar_casa,3,6000,12.99,81000,0.07,C,2,0,17,0
38,0.0,hipoteca,1,educacao,1,11000,10.36,81000,0.14,B,1,0,14,0
38,4.0,propria,3,educacao,1,7000,9.99,81000,0.09,B,1,0,11,0
40,10.0,hipoteca,1,reformar_casa,3,20000,6.17,81000,0.25,A,0,0,14,0
40,1.0,hipoteca,1,educacao,1,24000,9.25,81120,0.3,B,1,0,15,0
38,5.0,hipoteca,1,reformar_casa,3,8000,11.12,81120,0.1,B,1,0,12,0
50,6.0,hipoteca,1,saude,5,5000,11.024070809144439,81510,0.06,A,0,0,14,0
43,0.0,alugada,0,saude,5,12000,6.91,45000,0.27,A,0,0,12,0
48,14.0,hipoteca,1,saude,5,15000,11.024070809144439,64430,0.2,D,3,1,12,1
42,13.0,hipoteca,1,saude,5,30000,19.03,64464,0.4,E,4,0,17,1
44,2.0,alugada,0,saude,5,12000,11.14,39000,0.31,B,1,0,15,1
42,13.0,hipoteca,1,reformar_casa,3,26800,11.024070809144439,82000,0.33,E,4,1,15,0
39,7.0,hipoteca,1,reformar_casa,3,8000,19.42,82000,0.1,E,4,1,17,0
41,18.0,hipoteca,1,reformar_casa,3,12000,7.51,82000,0.15,A,0,0,17,0
38,1.0,alugada,0,saude,5,12000,9.91,46000,0.26,B,1,0,16,0
49,4.0,hipoteca,1,pessoal,2,10000,16.49,82000,0.12,D,3,1,12,0
38,4.0,propria,3,reformar_casa,3,10000,11.99,82000,0.12,B,1,0,13,0
37,6.0,alugada,0,consolidacao_debito,0,12000,6.54,59448,0.2,A,0,0,16,0
46,6.0,hipoteca,1,pessoal,2,6600,7.66,82359,0.08,A,0,0,13,0
36,20.0,hipoteca,1,saude,5,11000,10.65,82500,0.13,B,1,0,11,0
40,1.0,hipoteca,1,saude,5,6000,11.024070809144439,82531,0.07,A,0,0,14,0
39,4.0,alugada,0,consolidacao_debito,0,12000,14.22,54000,0.22,C,2,1,12,1
43,13.0,hipoteca,1,reformar_casa,3,3000,9.91,83000,0.04,B,1,0,17,0
41,6.0,hipoteca,1,reformar_casa,3,3000,11.83,83000,0.04,B,1,0,12,0
36,0.0,hipoteca,1,risco,4,13000,11.97,83000,0.16,C,2,0,14,0
37,3.0,alugada,0,reformar_casa,3,3000,19.03,24000,0.13,E,4,0,11,1
38,3.0,alugada,0,saude,5,3000,11.024070809144439,24000,0.13,C,2,1,16,0
39,0.0,alugada,0,reformar_casa,3,3000,14.12,24000,0.13,D,3,0,11,1
38,2.0,alugada,0,saude,5,3000,11.024070809144439,24996,0.12,B,1,0,13,1
36,6.0,hipoteca,1,pessoal,2,13200,7.51,83625,0.16,A,0,0,12,0
36,2.0,hipoteca,1,pessoal,2,6000,12.69,84000,0.07,B,1,0,13,0
40,6.0,alugada,0,risco,4,3000,10.25,27599,0.11,B,1,0,17,0
37,11.0,hipoteca,1,reformar_casa,3,8225,12.99,84000,0.1,C,2,1,11,0
45,1.0,alugada,0,saude,5,3000,11.024070809144439,28320,0.11,B,1,0,11,0
38,17.0,hipoteca,1,reformar_casa,3,10800,11.024070809144439,84000,0.13,A,0,0,15,0
38,5.0,hipoteca,1,risco,4,15000,9.63,84000,0.18,B,1,0,16,0
48,0.0,alugada,0,consolidacao_debito,0,3000,12.49,29120,0.1,D,3,1,14,1
43,0.0,hipoteca,1,consolidacao_debito,0,12000,5.42,84000,0.14,A,0,0,16,0
39,12.0,propria,3,educacao,1,9875,7.51,84000,0.12,A,0,0,15,0
36,14.0,hipoteca,1,risco,4,1000,7.51,84000,0.01,A,0,0,16,0
38,3.0,alugada,0,consolidacao_debito,0,12000,11.024070809144439,62000,0.19,B,1,0,16,0
40,4.0,hipoteca,1,reformar_casa,3,17925,14.26,84000,0.21,C,2,0,16,0
39,2.0,hipoteca,1,educacao,1,4000,9.63,84000,0.05,A,0,0,12,0
49,4.0,hipoteca,1,saude,5,14000,11.89,84240,0.17,B,1,0,17,0
36,11.0,hipoteca,1,pessoal,2,3500,12.69,84996,0.04,B,1,0,16,0
47,9.0,alugada,0,educacao,1,12000,5.42,65000,0.18,A,0,0,17,0
37,4.0,alugada,0,pessoal,2,12000,16.49,65000,0.18,D,3,0,17,0
37,7.0,alugada,0,educacao,1,12000,13.98,65000,0.18,C,2,0,15,0
39,2.0,alugada,0,saude,5,12000,9.33,68640,0.17,B,1,0,16,0
40,4.0,hipoteca,1,reformar_casa,3,5000,14.27,85000,0.06,C,2,0,16,0
42,6.0,alugada,0,saude,5,12000,11.024070809144439,70000,0.17,B,1,0,12,0
38,15.0,hipoteca,1,risco,4,15000,6.03,85000,0.18,A,0,0,15,0
37,4.0,hipoteca,1,reformar_casa,3,5500,12.69,85000,0.06,B,1,0,11,0
37,19.0,hipoteca,1,reformar_casa,3,10000,9.99,85000,0.12,B,1,0,16,0
37,17.0,hipoteca,1,reformar_casa,3,8000,11.99,85000,0.09,B,1,0,17,0
38,4.0,hipoteca,1,pessoal,2,6000,10.99,85000,0.07,B,1,0,14,0
36,3.0,hipoteca,1,consolidacao_debito,0,8000,17.49,73000,0.11,D,3,0,17,1
36,1.0,alugada,0,risco,4,12000,7.66,72800,0.16,A,0,0,12,0
37,2.0,hipoteca,1,risco,4,5600,5.42,85000,0.07,A,0,0,13,0
38,5.0,hipoteca,1,risco,4,10000,11.024070809144439,85000,0.12,A,0,0,12,0
42,10.0,hipoteca,1,reformar_casa,3,8500,15.58,85000,0.1,D,3,1,12,0
37,5.0,propria,3,risco,4,6075,11.86,37000,0.16,B,1,0,14,0
39,2.0,hipoteca,1,risco,4,5000,11.86,85000,0.06,B,1,0,15,0
48,0.0,hipoteca,1,educacao,1,10000,7.51,85000,0.12,A,0,0,13,0
37,3.0,alugada,0,risco,4,3000,7.51,42000,0.07,A,0,0,13,0
47,5.0,hipoteca,1,consolidacao_debito,0,5500,6.76,85000,0.06,A,0,0,12,0
41,0.0,propria,3,risco,4,10000,13.79,37000,0.27,C,2,1,13,0
40,1.0,hipoteca,1,educacao,1,10000,12.87,85000,0.12,C,2,0,11,0
36,2.0,propria,3,educacao,1,8000,14.96,85000,0.09,D,3,0,14,0
43,0.0,alugada,0,reformar_casa,3,12000,7.9,75000,0.16,A,0,0,16,0
37,3.0,propria,3,educacao,1,10000,18.43,85000,0.12,F,5,1,16,0
45,7.0,propria,3,pessoal,2,2000,7.51,36700,0.05,A,0,0,16,0
39,1.0,hipoteca,1,pessoal,2,12000,9.32,85000,0.14,A,0,0,13,0
46,0.0,outro,2,reformar_casa,3,1000,7.68,85000,0.01,A,0,0,12,0
47,3.0,hipoteca,1,reformar_casa,3,10000,8.07,85000,0.12,A,0,0,15,0
46,1.0,propria,3,risco,4,5000,7.43,85000,0.06,A,0,0,13,0
44,4.0,hipoteca,1,pessoal,2,7000,10.62,85280,0.08,B,1,0,12,0
39,10.0,hipoteca,1,reformar_casa,3,8500,6.03,86000,0.1,A,0,0,11,0
36,5.0,hipoteca,1,saude,5,6250,13.49,62900,0.08,C,2,0,12,1
42,2.0,alugada,0,educacao,1,12000,14.91,75744,0.16,D,3,1,12,1
42,10.0,alugada,0,risco,4,12000,13.24,82000,0.15,D,3,1,13,0
48,2.0,alugada,0,risco,4,12000,10.99,83000,0.14,B,1,0,17,0
43,2.0,hipoteca,1,reformar_casa,3,10000,9.99,86004,0.12,B,1,0,14,0
44,5.0,propria,3,educacao,1,4000,16.29,36000,0.11,D,3,0,11,0
36,4.0,propria,3,saude,5,10000,16.29,36000,0.28,D,3,1,17,0
43,3.0,hipoteca,1,risco,4,2200,11.024070809144439,86015,0.03,B,1,0,16,0
43,16.0,hipoteca,1,reformar_casa,3,6500,7.74,86044,0.08,A,0,0,13,0
36,2.0,alugada,0,saude,5,12000,7.29,84695,0.14,A,0,0,14,0
37,13.0,hipoteca,1,educacao,1,6500,7.14,86500,0.08,A,0,0,13,0
40,2.0,hipoteca,1,reformar_casa,3,10000,10.25,86500,0.12,B,1,0,16,0
47,13.0,hipoteca,1,saude,5,24000,11.024070809144439,86500,0.28,C,2,0,17,0
39,4.0,alugada,0,reformar_casa,3,12000,6.03,85000,0.14,A,0,0,12,0
46,0.0,hipoteca,1,risco,4,10000,8.94,86807,0.12,A,0,0,15,0
39,7.0,alugada,0,educacao,1,12000,10.74,85000,0.14,B,1,0,13,0
41,13.0,hipoteca,1,consolidacao_debito,0,4800,15.58,75000,0.06,D,3,1,15,1
49,11.0,alugada,0,risco,4,12000,6.62,88000,0.14,A,0,0,17,0
41,4.0,hipoteca,1,pessoal,2,9000,16.0,87000,0.1,D,3,0,12,0
47,15.0,hipoteca,1,pessoal,2,10000,11.024070809144439,87000,0.11,A,0,0,11,0
46,1.0,hipoteca,1,pessoal,2,20000,12.41,87000,0.23,C,2,0,17,0
37,15.0,alugada,0,pessoal,2,12000,7.51,90000,0.13,A,0,0,13,0
40,11.0,hipoteca,1,pessoal,2,17600,7.9,87048,0.2,A,0,0,13,0
49,3.0,alugada,0,educacao,1,12000,11.024070809144439,90000,0.13,B,1,0,16,0
37,3.0,hipoteca,1,educacao,1,14250,11.89,87950,0.16,B,1,0,14,0
36,1.0,alugada,0,pessoal,2,12000,13.48,93000,0.13,C,2,1,12,0
37,20.0,hipoteca,1,reformar_casa,3,9925,11.024070809144439,88000,0.11,B,1,0,16,0
41,5.0,hipoteca,1,reformar_casa,3,4000,7.14,88000,0.05,A,0,0,17,0
36,2.0,alugada,0,pessoal,2,12000,10.99,95000,0.13,B,1,0,11,0
37,2.0,hipoteca,1,risco,4,1000,13.48,88000,0.01,C,2,1,11,0
42,4.0,alugada,0,saude,5,12000,16.77,73100,0.14,D,3,1,13,1
37,8.0,hipoteca,1,reformar_casa,3,15000,10.14,88296,0.17,B,1,0,14,0
49,4.0,hipoteca,1,saude,5,20000,13.92,88400,0.23,C,2,1,14,0
41,3.0,alugada,0,pessoal,2,12000,10.74,100000,0.12,B,1,0,14,0
37,8.0,hipoteca,1,risco,4,3600,6.62,88824,0.04,A,0,0,17,0
38,2.0,hipoteca,1,pessoal,2,6000,5.42,89000,0.07,A,0,0,13,0
38,11.0,hipoteca,1,educacao,1,10000,11.024070809144439,89000,0.11,B,1,0,13,0
49,4.0,hipoteca,1,consolidacao_debito,0,16000,14.09,77000,0.21,D,3,1,12,1
37,3.0,hipoteca,1,educacao,1,5000,6.91,89000,0.06,A,0,0,15,0
40,4.0,propria,3,educacao,1,2000,13.57,36000,0.06,C,2,1,12,0
50,0.0,alugada,0,saude,5,12000,9.62,120000,0.1,B,1,0,12,0
41,4.0,hipoteca,1,risco,4,15000,13.49,90000,0.17,C,2,0,15,0
41,0.0,alugada,0,consolidacao_debito,0,12000,13.49,125000,0.1,C,2,1,12,0
38,0.0,alugada,0,educacao,1,12000,7.66,125000,0.1,A,0,0,14,0
36,4.0,propria,3,reformar_casa,3,3800,6.03,90000,0.04,A,0,0,14,0
36,13.0,hipoteca,1,educacao,1,12000,6.62,90000,0.13,A,0,0,13,0
41,1.0,alugada,0,risco,4,12000,16.0,113000,0.11,D,3,1,15,1
38,5.0,hipoteca,1,educacao,1,25000,11.024070809144439,90000,0.28,A,0,0,17,0
40,2.0,hipoteca,1,consolidacao_debito,0,2800,10.65,90000,0.03,B,1,0,14,0
37,11.0,hipoteca,1,saude,5,4000,6.62,90000,0.04,A,0,0,16,0
38,6.0,hipoteca,1,reformar_casa,3,15000,15.27,78000,0.19,C,2,0,17,1
36,8.0,alugada,0,pessoal,2,12150,5.79,48000,0.25,A,0,0,14,0
38,1.0,hipoteca,1,consolidacao_debito,0,7000,6.99,90000,0.08,A,0,0,16,0
45,3.0,hipoteca,1,risco,4,2500,11.99,90000,0.03,B,1,0,13,0
39,0.0,hipoteca,1,saude,5,18000,10.99,90000,0.2,B,1,0,11,0
38,14.0,hipoteca,1,risco,4,21000,10.59,90000,0.23,B,1,0,11,0
39,15.0,hipoteca,1,risco,4,10500,7.66,90000,0.12,A,0,0,12,0
37,0.0,hipoteca,1,pessoal,2,5600,10.74,78000,0.07,B,1,0,12,1
39,2.0,hipoteca,1,pessoal,2,4600,11.11,90000,0.05,B,1,0,11,0
36,20.0,alugada,0,risco,4,12375,14.27,36000,0.34,C,2,0,16,1
36,18.0,alugada,0,consolidacao_debito,0,12400,10.65,41000,0.3,B,1,0,14,0
37,0.0,alugada,0,saude,5,12400,11.26,44196,0.28,B,1,0,14,0
37,2.0,propria,3,pessoal,2,13250,11.71,35000,0.38,B,1,0,14,0
37,11.0,hipoteca,1,consolidacao_debito,0,22000,8.88,90000,0.24,B,1,0,12,0
43,0.0,hipoteca,1,risco,4,15000,14.46,90000,0.17,D,3,1,11,0
46,5.0,hipoteca,1,consolidacao_debito,0,20000,6.91,90000,0.22,A,0,0,16,0
42,10.0,alugada,0,risco,4,2800,11.024070809144439,40000,0.07,C,2,0,12,0
41,12.0,propria,3,risco,4,8000,7.51,90000,0.09,A,0,0,16,0
36,7.0,hipoteca,1,consolidacao_debito,0,9600,13.98,78000,0.12,C,2,1,13,1
41,3.0,hipoteca,1,educacao,1,3000,7.14,90000,0.03,A,0,0,14,0
45,4.0,alugada,0,saude,5,2800,9.62,47000,0.06,B,1,0,11,0
46,0.0,alugada,0,saude,5,2800,10.59,48956,0.06,B,1,0,13,0
50,2.0,hipoteca,1,risco,4,24000,11.36,90000,0.27,B,1,0,13,0
38,9.0,hipoteca,1,pessoal,2,14000,12.73,90000,0.16,C,2,1,12,0
36,1.0,propria,3,risco,4,6000,11.49,35000,0.17,B,1,0,13,0
36,12.0,alugada,0,consolidacao_debito,0,2800,11.024070809144439,72000,0.04,C,2,1,16,0
39,2.0,propria,3,pessoal,2,6800,8.49,35000,0.19,A,0,0,15,0
38,0.0,hipoteca,1,reformar_casa,3,9600,13.92,90000,0.11,C,2,1,17,0
40,1.0,alugada,0,educacao,1,2800,11.11,90000,0.03,B,1,0,13,0
37,9.0,hipoteca,1,consolidacao_debito,0,20000,16.35,78000,0.26,E,4,0,14,1
36,2.0,hipoteca,1,educacao,1,20000,14.61,90000,0.22,D,3,1,11,0
37,0.0,alugada,0,risco,4,2775,15.65,25000,0.11,D,3,1,14,1
38,5.0,propria,3,educacao,1,1800,16.49,35000,0.05,D,3,1,12,0
38,9.0,hipoteca,1,educacao,1,9300,11.83,90000,0.1,B,1,0,17,0
40,3.0,alugada,0,risco,4,2700,14.27,24000,0.11,C,2,1,17,0
45,5.0,alugada,0,educacao,1,2700,12.84,29676,0.09,C,2,1,17,0
39,9.0,hipoteca,1,reformar_casa,3,22000,12.67,90000,0.24,D,3,1,15,0
40,9.0,hipoteca,1,reformar_casa,3,22000,6.17,90996,0.24,A,0,0,14,0
41,13.0,hipoteca,1,risco,4,2400,10.74,91000,0.03,B,1,0,16,0
44,14.0,hipoteca,1,saude,5,7900,8.59,91000,0.09,A,0,0,14,0
38,0.0,hipoteca,1,reformar_casa,3,9000,12.68,91200,0.1,C,2,0,16,0
39,0.0,hipoteca,1,reformar_casa,3,3350,5.42,91992,0.04,A,0,0,11,0
37,2.0,hipoteca,1,pessoal,2,9000,11.024070809144439,79992,0.11,C,2,1,14,1
42,3.0,alugada,0,consolidacao_debito,0,2575,6.76,82500,0.03,A,0,0,11,0
39,1.0,hipoteca,1,pessoal,2,20000,14.79,92000,0.22,C,2,0,16,0
36,18.0,hipoteca,1,saude,5,4000,7.29,92000,0.04,A,0,0,11,0
41,15.0,hipoteca,1,saude,5,12000,7.66,92000,0.13,A,0,0,15,0
41,5.0,hipoteca,1,reformar_casa,3,8000,9.63,92000,0.09,B,1,0,13,0
42,4.0,alugada,0,consolidacao_debito,0,2500,11.024070809144439,13200,0.19,C,2,1,14,1
46,18.0,hipoteca,1,educacao,1,12925,11.024070809144439,92000,0.14,A,0,0,17,0
37,15.0,propria,3,saude,5,12000,11.14,92000,0.13,B,1,0,14,0
47,0.0,propria,3,reformar_casa,3,12000,14.11,92000,0.13,D,3,0,12,0
38,8.0,hipoteca,1,saude,5,5375,10.51,92904,0.06,B,1,0,16,0
43,7.0,hipoteca,1,pessoal,2,7000,7.14,93000,0.08,A,0,0,13,0
38,1.0,propria,3,saude,5,12000,11.024070809144439,34296,0.35,C,2,1,12,0
37,2.0,hipoteca,1,risco,4,18000,12.18,93000,0.19,B,1,0,11,0
46,1.0,hipoteca,1,educacao,1,7000,9.45,81000,0.09,B,1,0,14,1
39,2.0,alugada,0,consolidacao_debito,0,12500,5.42,182500,0.07,A,0,0,14,0
36,14.0,hipoteca,1,reformar_casa,3,4200,5.99,94000,0.04,A,0,0,12,0
44,5.0,hipoteca,1,consolidacao_debito,0,8400,12.84,82000,0.1,C,2,1,17,1
44,14.0,hipoteca,1,consolidacao_debito,0,4400,7.29,94128,0.05,A,0,0,13,0
36,3.0,hipoteca,1,pessoal,2,10000,9.32,94185,0.11,A,0,0,15,0
41,4.0,alugada,0,educacao,1,12800,11.48,56004,0.23,B,1,0,15,0
44,4.0,hipoteca,1,risco,4,7400,7.88,94800,0.08,A,0,0,16,0
36,18.0,hipoteca,1,pessoal,2,13000,10.65,95000,0.14,B,1,0,11,0
40,12.0,propria,3,reformar_casa,3,5000,10.65,95000,0.05,B,1,0,16,0
47,13.0,hipoteca,1,educacao,1,5000,6.03,95000,0.05,A,0,0,16,0
39,6.0,propria,3,reformar_casa,3,8000,12.69,95000,0.08,B,1,0,14,0
49,12.0,hipoteca,1,consolidacao_debito,0,7500,6.03,95000,0.08,A,0,0,13,0
44,1.0,hipoteca,1,pessoal,2,21200,9.91,95000,0.22,B,1,0,14,0
44,5.0,alugada,0,risco,4,13000,13.16,50000,0.26,C,2,1,13,0
43,2.0,alugada,0,saude,5,13000,15.7,46000,0.28,D,3,0,13,1
45,0.0,alugada,0,saude,5,13000,6.92,52680,0.25,A,0,0,15,0
38,1.0,hipoteca,1,consolidacao_debito,0,24000,14.91,83000,0.29,D,3,1,12,1
49,2.0,hipoteca,1,reformar_casa,3,3000,5.42,95000,0.03,A,0,0,12,0
45,14.0,propria,3,risco,4,4000,6.39,33600,0.12,A,0,0,11,0
37,10.0,hipoteca,1,reformar_casa,3,3250,13.35,95000,0.03,C,2,0,13,0
37,2.0,alugada,0,educacao,1,13000,12.99,65000,0.2,C,2,1,12,0
39,3.0,hipoteca,1,reformar_casa,3,20000,14.84,95000,0.21,D,3,1,11,0
38,6.0,alugada,0,reformar_casa,3,13000,11.024070809144439,67000,0.19,D,3,0,17,0
41,5.0,hipoteca,1,pessoal,2,25000,11.024070809144439,95000,0.26,B,1,0,12,0
38,6.0,propria,3,reformar_casa,3,14000,17.74,95000,0.15,E,4,1,17,0
39,5.0,alugada,0,educacao,1,13000,11.99,70000,0.19,B,1,0,17,0
41,2.0,propria,3,reformar_casa,3,21600,13.92,95000,0.23,C,2,1,11,0
40,7.0,hipoteca,1,educacao,1,2800,12.18,83000,0.03,B,1,0,13,1
44,2.0,outro,2,educacao,1,12000,16.0,83000,0.14,D,3,1,15,1
38,5.0,hipoteca,1,educacao,1,4000,9.63,95000,0.04,A,0,0,12,0
44,4.0,hipoteca,1,risco,4,10000,10.95,95000,0.11,B,1,0,15,0
40,6.0,alugada,0,reformar_casa,3,13000,9.91,110000,0.12,B,1,0,17,0
40,19.0,propria,3,saude,5,15000,12.18,95892,0.16,B,1,0,14,0
37,2.0,alugada,0,pessoal,2,13000,9.88,130000,0.1,B,1,0,16,0
38,15.0,hipoteca,1,consolidacao_debito,0,6000,6.03,96000,0.06,A,0,0,16,0
46,4.0,hipoteca,1,consolidacao_debito,0,10000,12.69,96000,0.1,B,1,0,11,0
36,12.0,alugada,0,consolidacao_debito,0,13600,15.58,43000,0.32,D,3,1,12,1
37,7.0,hipoteca,1,saude,5,3100,20.69,71400,0.04,E,4,1,14,1
42,9.0,hipoteca,1,pessoal,2,5100,5.42,96000,0.05,A,0,0,14,0
40,8.0,alugada,0,saude,5,13650,10.25,45760,0.3,B,1,0,13,0
45,4.0,alugada,0,reformar_casa,3,13650,12.42,66000,0.21,B,1,0,11,0
43,1.0,alugada,0,pessoal,2,13750,15.31,27036,0.51,D,3,1,15,1
41,2.0,alugada,0,saude,5,13750,13.79,33000,0.42,C,2,1,11,1
40,6.0,alugada,0,risco,4,13775,12.98,32878,0.42,C,2,1,14,1
42,4.0,alugada,0,reformar_casa,3,13800,13.99,67300,0.21,C,2,0,16,0
40,5.0,hipoteca,1,reformar_casa,3,3200,11.024070809144439,96000,0.03,C,2,0,17,0
38,8.0,propria,3,pessoal,2,6000,8.94,32560,0.18,A,0,0,16,0
38,0.0,hipoteca,1,pessoal,2,1500,14.26,96000,0.02,C,2,0,14,0
42,13.0,hipoteca,1,pessoal,2,1500,15.96,97000,0.02,C,2,1,16,0
37,6.0,alugada,0,pessoal,2,14000,11.36,45000,0.31,B,1,0,16,1
43,0.0,hipoteca,1,saude,5,14000,11.71,97000,0.14,B,1,0,13,0
39,4.0,alugada,0,saude,5,14000,16.0,40800,0.34,D,3,1,17,1
38,3.0,alugada,0,saude,5,14000,13.22,48300,0.29,C,2,1,14,0
37,7.0,hipoteca,1,pessoal,2,10000,11.024070809144439,97000,0.1,A,0,0,15,0
36,4.0,propria,3,educacao,1,3600,13.49,32000,0.11,C,2,1,11,0
39,1.0,alugada,0,consolidacao_debito,0,14000,11.71,52000,0.27,B,1,0,12,0
37,8.0,propria,3,reformar_casa,3,12150,6.62,32000,0.38,A,0,0,13,0
37,0.0,alugada,0,risco,4,14000,13.16,52000,0.27,C,2,0,11,0
41,18.0,hipoteca,1,saude,5,5000,10.99,98000,0.05,B,1,0,17,0
39,0.0,hipoteca,1,reformar_casa,3,35000,15.99,98000,0.36,D,3,0,15,0
40,4.0,hipoteca,1,risco,4,5200,9.63,98000,0.05,B,1,0,16,0
38,7.0,hipoteca,1,saude,5,12000,10.37,98000,0.12,B,1,0,17,0
42,2.0,hipoteca,1,educacao,1,18000,11.58,98000,0.18,B,1,0,11,0
38,2.0,alugada,0,reformar_casa,3,14000,11.48,55000,0.25,B,1,0,16,0
36,0.0,propria,3,educacao,1,1200,7.14,32000,0.04,A,0,0,16,0
43,11.0,hipoteca,1,pessoal,2,6000,5.42,98004,0.06,A,0,0,15,0
36,4.0,hipoteca,1,pessoal,2,20000,16.35,98240,0.2,E,4,0,16,0
44,5.0,hipoteca,1,educacao,1,10000,12.68,99000,0.1,C,2,0,11,0
44,3.0,hipoteca,1,educacao,1,8000,9.25,99000,0.08,B,1,0,14,0
36,5.0,propria,3,risco,4,4000,7.74,99500,0.04,A,0,0,16,0
44,4.0,hipoteca,1,risco,4,14400,12.23,99996,0.14,C,2,1,16,0
38,2.0,alugada,0,saude,5,14000,11.024070809144439,54000,0.26,D,3,0,17,1
48,10.0,alugada,0,educacao,1,14000,12.69,62000,0.23,B,1,0,12,0
41,5.0,alugada,0,reformar_casa,3,14000,8.9,62004,0.23,A,0,0,17,0
41,4.0,alugada,0,educacao,1,14000,10.25,62500,0.22,B,1,0,16,0
39,5.0,hipoteca,1,risco,4,12000,11.024070809144439,100000,0.12,B,1,0,13,0
36,5.0,hipoteca,1,saude,5,9350,7.51,100000,0.09,A,0,0,14,0
45,16.0,hipoteca,1,pessoal,2,16000,6.62,100000,0.16,A,0,0,16,0
38,5.0,alugada,0,risco,4,14000,13.8,59000,0.24,C,2,0,14,1
37,1.0,propria,3,risco,4,6600,5.42,31200,0.21,A,0,0,12,0
46,0.0,alugada,0,reformar_casa,3,14000,11.26,70000,0.2,B,1,0,16,0
37,13.0,hipoteca,1,risco,4,18400,5.99,100000,0.18,A,0,0,15,0
41,10.0,hipoteca,1,educacao,1,6000,8.49,100000,0.06,A,0,0,15,0
42,12.0,alugada,0,reformar_casa,3,14000,6.03,75000,0.19,A,0,0,14,0
37,3.0,hipoteca,1,reformar_casa,3,6000,11.99,88000,0.07,B,1,0,12,1
40,2.0,alugada,0,saude,5,14000,10.37,82000,0.17,B,1,0,13,0
38,5.0,hipoteca,1,pessoal,2,5500,10.37,100000,0.06,B,1,0,13,0
47,4.0,hipoteca,1,educacao,1,2500,9.99,100000,0.03,B,1,0,15,0
38,0.0,alugada,0,consolidacao_debito,0,14000,13.23,100000,0.14,C,2,1,14,0
36,1.0,hipoteca,1,consolidacao_debito,0,7750,13.23,88000,0.09,C,2,0,14,1
37,13.0,alugada,0,risco,4,14000,11.024070809144439,101644,0.14,B,1,0,13,0
37,6.0,alugada,0,consolidacao_debito,0,14000,6.03,105000,0.13,A,0,0,11,0
36,2.0,hipoteca,1,educacao,1,8000,6.76,100000,0.08,A,0,0,11,0
36,17.0,hipoteca,1,consolidacao_debito,0,6000,7.14,100000,0.06,A,0,0,17,0
45,7.0,alugada,0,educacao,1,14000,12.61,125004,0.11,C,2,0,12,0
36,16.0,alugada,0,reformar_casa,3,14000,7.66,126251,0.11,A,0,0,17,0
36,3.0,alugada,0,consolidacao_debito,0,14000,10.37,130000,0.11,B,1,0,14,0
45,2.0,alugada,0,educacao,1,14000,11.024070809144439,123000,0.11,F,5,0,17,1
48,3.0,hipoteca,1,consolidacao_debito,0,15000,9.88,100000,0.15,B,1,0,11,0
39,9.0,hipoteca,1,consolidacao_debito,0,3000,7.14,100000,0.03,A,0,0,11,0
50,3.0,alugada,0,consolidacao_debito,0,14000,6.91,150000,0.09,A,0,0,12,0
41,16.0,alugada,0,consolidacao_debito,0,14000,6.03,180000,0.08,A,0,0,15,0
37,0.0,hipoteca,1,risco,4,9600,13.22,100000,0.1,C,2,1,17,0
42,7.0,hipoteca,1,educacao,1,5000,14.26,100000,0.05,C,2,1,15,0
39,0.0,hipoteca,1,risco,4,6000,14.11,100000,0.06,D,3,0,16,0
42,16.0,hipoteca,1,consolidacao_debito,0,4800,13.47,100000,0.05,C,2,1,13,0
